"State_FIPS_Code","County_FIPS_Code","CHSI_County_Name","CHSI_State_Name","CHSI_State_Abbr","Strata_ID_Number","No_Exercise","CI_Min_No_Exercise","CI_Max_No_Exercise","Few_Fruit_Veg","CI_Min_Fruit_Veg","CI_Max_Fruit_Veg","Obesity","Relative_Obesity","Obesity_Indicator","CI_Min_Obesity","CI_Max_Obesity","CI_Length_Obesity","Relative_CI_Length_Obesity","High_Blood_Pres","CI_Min_High_Blood_Pres","CI_Max_High_Blood_Pres","Smoker","CI_Min_Smoker","CI_Max_Smoker","Diabetes","CI_Min_Diabetes","CI_Max_Diabetes","Uninsured","Elderly_Medicare","Disabled_Medicare","Elderly_Disabled_Medicare_Ratio","Prim_Care_Phys_Rate","Prim_Care_Phys_PCT","Dentist_Rate","Community_Health_Center_Ind","HPSA_Ind"
"01","131","Wilcox","Alabama","AL","75","","","","","","","","","","","","","","","","","","","","7.6","0.6","14.7","2960","1746","781","2.235595390524968","30.9","0.030899999999999997","7.7","1","1"
"01","133","Winston","Alabama","AL","41","","","","","","","28","1.159651315017628","1","18.1","38","19.9","1.715071826886936","","","","26.9","17.3","36.6","8.5","3.5","13.5","4592","3642","1152","3.1614583333333335","32.7","0.0327","12.2","2","1"
"02","013","Aleutians East","Alaska","AK","80","","","","","","","","","","","","","","","","","","","","","","","488","","","","73.7","0.0737","0","1","1"
"02","016","Aleutians West","Alaska","AK","78","","","","","","","","","","","","","","","","","","","","","","","854","190","27","7.037037037037037","18.6","0.018600000000000002","18.6","1","1"
"02","020","Anchorage","Alaska","AK","9","","","","","","","","","","","","","","","","","","","","","","","37239","15489","3874","3.9981930820856997","107.3","0.10729999999999999","78.9","1","2"
"02","050","Bethel","Alaska","AK","86","","","","","","","","","","","","","","","","","","","","","","","4088","804","142","5.661971830985915","75.9","0.07590000000000001","58.4","1","2"
"02","060","Bristol Bay","Alaska","AK","78","","","","","","","","","","","","","","","","","","","","","","","153","339","73","4.6438356164383565","0","0","0","1","2"
"02","068","Denali","Alaska","AK","78","","","","","","","","","","","","","","","","","","","","","","","276","","","","0","0","0","1","1"
"02","070","Dillingham","Alaska","AK","83","","","","","","","","","","","","","","","","","","","","","","","1133","350","50","7","182.7","0.1827","101.5","1","2"
"02","090","Fairbanks North Star","Alaska","AK","17","","","","","","","","","","","","","","","","","","","","","","","11681","4275","958","4.4624217118997915","93.7","0.0937","75.4","1","2"
"02","100","Haines","Alaska","AK","80","","","","","","","","","","","","","","","","","","","","","","","355","279","33","8.454545454545455","88","0.088","44","1","2"
"02","110","Juneau","Alaska","AK","47","","","","","","","","","","","","","","","","","","","","","","","3926","2367","502","4.7151394422310755","122.6","0.1226","67.8","1","2"
"02","122","Kenai Peninsula","Alaska","AK","77","","","","","","","","","","","","","","","","","","","","","","","8308","4150","942","4.40552016985138","78.9","0.07890000000000001","40.4","1","2"
"02","130","Ketchikan Gateway","Alaska","AK","37","","","","","","","","","","","","","","","","","","","","","","","1804","1161","211","5.502369668246446","128.2","0.12819999999999998","75.4","1","2"
